Name		Hmag		AtmDepth (ppm)		SNR		Period		Mass		logg		Eq Temp
Kepler-347 c		13.08		18		0.0		27.32		0.01		2.62		831
CoRoT-20 b		12.65		11		0.0		9.24		4.24		5.05		1134
Kepler-291 c		14.34		35		0.0		5.70		0.01		2.55		1388
Kepler-1283 b		13.61		20		0.0		12.95		0.01		2.53		1176
Kepler-923 b		12.72		14		0.0		6.93		0.01		2.73		1420
Kepler-947 b		14.16		35		0.0		26.96		0.02		2.38		715
Kepler-230 c		13.37		21		0.0		91.77		0.02		2.47		459
Kepler-215 e		12.06		12		0.0		68.16		0.01		2.62		584
Kepler-269 c		14.14		26		0.0		8.13		0.01		2.66		1168
Kepler-256 b		13.50		24		0.0		1.62		0.01		2.73		2210
Kepler-265 b		13.94		27		0.0		6.85		0.01		2.56		1323
Kepler-1533 b		11.96		12		0.0		308.55		0.04		2.29		458
Kepler-1142 b		12.67		14		0.0		18.30		0.01		2.81		871
Kepler-59 b		12.97		20		0.0		11.87		0.00		2.43		1052
Kepler-75 b		13.26		10		0.0		8.88		9.98		5.50		1009
Kepler-420 b		12.82		18		0.0		86.65		1.45		3.75		545
Kepler-769 c		13.39		16		0.0		15.99		0.01		2.59		1106
Kepler-274 b		13.46		18		0.0		11.63		0.01		2.76		1094
Kepler-722 c		13.95		24		0.0		105.14		0.02		2.28		519
Kepler-208 c		12.31		13		0.0		7.47		0.01		2.74		1465
Kepler-1495 b		13.83		27		0.0		85.27		0.03		2.28		551
Kepler-1092 b		13.15		19		0.0		58.60		0.02		2.46		620
Kepler-1311 b		11.86		10		0.0		11.17		0.01		2.58		1237
Kepler-750 c		13.21		21		0.0		4.09		0.01		2.70		1711
Kepler-101 c		12.11		9		0.0		6.03		0.01		2.68		1619
Kepler-754 b		13.57		26		0.0		14.56		0.01		2.48		1026
Kepler-1449 b		13.69		18		0.0		13.23		0.01		2.66		1073
Kepler-1256 b		12.28		10		0.0		12.41		0.01		2.83		1233
Kepler-404 c		13.53		24		0.0		14.75		0.01		2.64		889
Kepler-1596 b		13.86		17		0.0		66.37		0.01		2.53		559
Kepler-1126 b		12.63		12		0.0		108.59		0.01		2.64		487
Kepler-1196 b		13.29		21		0.0		66.18		0.02		2.40		577
Kepler-370 c		13.65		28		0.0		19.02		0.01		2.53		853
Kepler-1407 b		13.53		26		0.0		20.07		0.02		2.39		957
Kepler-758 d		13.15		17		0.0		20.50		0.02		2.44		1085
Kepler-36 b		10.85		6		0.0		13.84		0.01		3.03		1272
Kepler-194 d		13.45		25		0.0		52.81		0.02		2.35		674
Kepler-439 b		12.96		18		0.0		178.14		0.02		2.40		376
Kepler-402 e		12.08		12		0.0		11.24		0.01		2.80		1253
Kepler-1609 b		13.69		12		0.0		114.34		0.02		2.40		568
Kepler-1615 b		13.10		19		0.0		47.31		0.02		2.46		677
Kepler-238 b		13.54		23		0.0		2.09		0.01		2.63		2205
Kepler-168 b		13.26		21		0.0		4.43		0.01		2.80		1651
Kepler-1274 b		10.51		6		0.0		6.98		0.01		2.77		1835
Kepler-317 c		13.72		26		0.0		8.78		0.01		2.64		1060
Kepler-1386 b		12.92		19		0.0		6.74		0.01		2.58		1259
Kepler-255 b		13.85		24		0.0		5.71		0.01		2.76		1234
Kepler-1463 b		14.22		22		0.0		25.16		0.01		2.56		780
Kepler-1474 b		13.71		23		0.0		36.43		0.02		2.42		736
Kepler-1158 b		12.35		14		0.0		13.54		0.02		2.36		1407
Kepler-299 e		13.51		16		0.0		38.29		0.01		2.55		694
Kepler-364 c		12.42		14		0.0		59.98		0.02		2.43		725
Kepler-1632 b		11.73		10		0.0		448.30		0.02		2.33		352
Kepler-341 d		13.11		19		0.0		27.67		0.01		2.56		825
Kepler-1300 b		11.44		5		0.0		22.24		0.01		2.71		1146
Kepler-1631 b		13.93		25		0.0		4.10		0.01		2.69		1426
Kepler-403 c		11.57		9		0.0		54.28		0.01		2.62		760
Kepler-937 b		13.76		28		0.0		67.67		0.04		2.32		662
Kepler-68 c		8.70		2		0.0		9.61		0.02		4.00		1230
Kepler-1502 b		12.95		19		0.0		41.71		0.03		2.28		973
Kepler-246 c		13.15		19		0.0		11.19		0.01		2.84		870
Kepler-1401 b		13.56		19		0.0		11.20		0.01		2.66		1133
Kepler-1548 b		13.73		22		0.0		124.83		0.02		2.30		462
Kepler-1129 c		13.80		27		0.0		76.54		0.02		2.29		563
Kepler-1428 b		12.15		13		0.0		10.68		0.01		2.69		1289
Kepler-391 c		11.07		6		0.0		20.49		0.04		2.30		1398
Kepler-1483 b		13.12		11		0.0		9.51		0.01		2.86		1398
Kepler-1306 b		13.69		26		0.0		16.30		0.01		2.53		915
Kepler-647 b		12.59		15		0.0		16.23		0.01		2.49		1004
Kepler-1277 b		12.50		14		0.0		40.84		0.01		2.72		644
Kepler-131 c		10.13		0		0.0		25.52		0.05		5.49		801
Kepler-1592 b		13.39		20		0.0		3.06		0.01		2.77		1932
Kepler-380 c		12.35		15		0.0		7.63		0.01		2.61		1393
Kepler-1623 b		13.38		23		0.0		4.36		0.01		2.66		1448
Kepler-1226 b		12.74		14		0.0		17.29		0.01		2.79		945
Kepler-154 f		13.09		17		0.0		9.92		0.01		2.84		1107
KIC 11442793 c		12.53		15		0.0		8.72		0.01		2.52		1287
Kepler-1411 b		14.33		30		0.0		86.12		0.02		2.28		509
Kepler-1610 b		13.91		25		0.0		8.70		0.01		2.71		1017
Kepler-1475 b		13.89		20		0.0		82.18		0.03		2.28		645
Kepler-1584 b		13.64		16		0.0		13.40		0.01		2.71		1096
Kepler-936 b		12.89		19		0.0		10.56		0.01		2.79		980
Kepler-1149 b		13.41		23		0.0		3.73		0.01		2.78		1545
Kepler-292 c		14.08		29		0.0		3.72		0.01		2.81		1275
Kepler-251 b		13.60		25		0.0		4.79		0.01		2.68		1268
Kepler-1262 b		13.72		28		0.0		8.68		0.01		2.58		1142
Kepler-442 b		12.58		14		0.0		112.31		0.01		2.69		314
Kepler-1236 b		14.10		32		0.0		31.06		0.02		2.43		646
Kepler-1433 b		13.48		20		0.0		4.14		0.01		2.75		1662
Kepler-850 b		14.08		25		0.0		7.19		0.01		2.60		1303
Kepler-1597 b		12.96		19		0.0		2.95		0.00		2.35		2072
Kepler-149 c		12.27		11		0.0		55.33		0.01		2.71		565
Kepler-171 d		13.23		23		0.0		39.60		0.01		2.54		622
Kepler-383 c		12.81		18		0.0		31.20		0.01		2.58		503
Kepler-1119 b		13.54		25		0.0		8.33		0.01		2.53		1308
Kepler-187 b		12.62		15		0.0		4.94		0.01		2.76		1667
Kepler-1496 b		13.34		15		0.0		64.66		0.02		2.40		692
Kepler-1303 b		13.12		19		0.0		7.56		0.01		2.77		1203
Kepler-945 b		14.40		36		0.0		31.00		0.02		2.30		739
Kepler-1243 b		13.24		22		0.0		16.83		0.01		2.62		885
Kepler-1345 b		12.57		14		0.0		44.62		0.02		2.36		886
Kepler-379 b		12.09		12		0.0		20.10		0.01		2.68		1043
Kepler-1617 b		12.37		10		0.0		27.48		0.01		2.53		904
Kepler-295 c		12.76		16		0.0		21.53		0.01		2.49		783
Kepler-1336 b		12.42		15		0.0		23.20		0.01		2.50		913
Kepler-1454 b		13.24		20		0.0		47.03		0.01		2.54		584
Kepler-1394 b		10.72		6		0.0		3.94		0.01		2.74		2474
Kepler-1391 b		12.43		11		0.0		54.41		0.01		2.66		659
Kepler-365 c		13.15		17		0.0		17.78		0.01		2.69		967
Kepler-1527 b		13.65		23		0.0		160.13		0.08		2.38		523
Kepler-286 e		14.06		21		0.0		29.22		0.01		2.61		690
Kepler-208 d		12.31		12		0.0		11.13		0.01		2.53		1282
Kepler-1253 b		11.06		8		0.0		68.89		0.01		2.68		617
Kepler-393 c		12.09		10		0.0		14.61		0.01		2.68		1220
Kepler-372 d		13.56		14		0.0		30.09		0.01		2.66		915
Kepler-1633 b		12.19		5		0.0		186.40		0.01		2.73		500
Kepler-1591 b		13.20		16		0.0		8.19		0.01		2.61		1312
Kepler-1538 b		13.83		20		0.0		175.14		0.02		2.28		432
Kepler-40 b		13.29		23		0.0		6.87		2.18		3.72		1919
Kepler-372 c		13.56		25		0.0		20.05		0.02		2.45		1047
Kepler-1509 b		13.86		20		0.0		25.43		0.01		2.56		802
Kepler-311 c		12.47		10		0.0		19.74		0.01		2.77		976
Kepler-1557 b		13.91		19		0.0		3.74		0.01		2.86		1712
Kepler-164 b		13.01		18		0.0		5.04		0.01		2.76		1509
Kepler-1090 b		13.15		18		0.0		198.68		0.02		2.39		347
Kepler-1498 b		13.23		13		0.0		48.05		0.01		2.68		547
Kepler-1590 b		12.72		17		0.0		7.62		0.00		2.46		1335
Kepler-217 c		12.18		12		0.0		8.59		0.01		2.56		1657
Kepler-1471 b		13.69		26		0.0		3.64		0.01		2.76		1467
Kepler-1413 b		14.38		31		0.0		13.18		0.01		2.58		830
Kepler-1220 b		13.35		19		0.0		7.43		0.01		2.86		1221
Kepler-1301 b		13.54		22		0.0		9.08		0.01		2.75		943
Kepler-887 c		12.27		14		0.0		7.64		0.00		2.44		1423
Kepler-1550 b		13.49		18		0.0		225.58		0.03		2.27		420
Kepler-395 c		13.13		20		0.0		34.99		0.01		2.67		398
Kepler-1392 b		14.01		33		0.0		15.14		0.01		2.51		855
Kepler-1468 b		13.50		24		0.0		8.24		0.01		2.64		1218
Kepler-1535 b		12.78		17		0.0		138.94		0.02		2.32		496
Kepler-362 c		12.92		18		0.0		37.87		0.01		2.79		600
Kepler-37 b		8.00		0		0.0		13.37		0.01		5.83		852
Kepler-430 c		12.48		6		0.0		110.98		0.01		2.62		596
Kepler-283 c		13.26		22		0.0		92.74		0.01		2.58		296
Kepler-1275 b		13.12		15		0.0		3.66		0.01		2.82		1888
Kepler-1198 b		13.15		21		0.0		7.68		0.01		2.81		1101
Kepler-1302 b		13.27		22		0.0		8.84		0.01		2.78		964
Kepler-14 b		11.07		5		0.0		6.79		8.41		5.13		1848
Kepler-1436 b		13.43		16		0.0		9.71		0.01		2.66		1187
Kepler-1295 b		14.23		30		0.0		3.81		0.01		2.76		1377
Kepler-348 c		11.45		10		0.0		17.27		0.01		2.68		1142
Kepler-1050 c		11.75		11		0.0		21.13		0.01		2.82		934
Kepler-31 d		13.98		28		0.0		87.65		0.07		2.37		636
Kepler-1422 b		14.37		20		0.0		18.61		0.01		2.48		1038
Kepler-1432 b		13.95		25		0.0		23.91		0.02		2.40		899
Kepler-212 b		11.70		9		0.0		16.26		0.00		2.39		1142
Kepler-343 c		12.72		14		0.0		23.22		0.01		2.48		999
Kepler-1618 b		12.54		10		0.0		6.11		0.01		2.60		1801
Kepler-896 b		13.68		25		0.0		144.55		0.02		2.32		381
Kepler-1400 b		13.78		28		0.0		9.07		0.01		2.70		904
Kepler-69 c		12.28		9		0.0		242.46		0.01		2.65		370
Kepler-1419 b		14.17		34		0.0		42.52		0.02		2.28		683
Kepler-366 c		13.38		24		0.0		12.52		0.01		2.60		1122
Kepler-810 b		14.24		36		0.0		4.60		0.01		2.52		1452
Kepler-335 c		12.57		13		0.0		67.84		0.03		2.27		804
Kepler-288 d		13.66		26		0.0		56.63		0.02		2.30		660
Kepler-1622 b		12.18		9		0.0		10.81		0.01		2.81		1397
Kepler-1504 b		14.00		23		0.0		82.30		0.02		2.43		470
Kepler-288 b		13.66		23		0.0		6.10		0.01		2.67		1387
Kepler-84 f		13.23		19		0.0		44.55		0.02		2.41		754
Kepler-1115 b		11.55		10		0.0		23.55		0.01		2.65		1475
CoRoT-27 b		13.17		10		0.0		3.58		10.39		5.58		1628
Kepler-1608 b		13.83		30		0.0		16.47		0.01		2.64		716
Kepler-315 c		13.62		24		0.0		265.47		0.06		2.37		377
Kepler-1287 b		13.54		19		0.0		11.48		0.01		2.77		1014
Kepler-1370 b		12.42		15		0.0		20.26		0.01		2.57		1029
Kepler-1489 b		13.29		14		0.0		82.29		0.01		2.61		512
Kepler-1607 b		12.27		15		0.0		13.65		0.00		2.12		1129
KIC 11442793 b		12.53		15		0.0		7.01		0.01		2.66		1384
Kepler-1251 b		13.36		19		0.0		45.09		0.01		2.57		611
Kepler-123 c		12.72		9		0.0		26.70		0.01		2.82		939
Kepler-350 b		12.45		15		0.0		11.19		0.01		2.56		1404
Kepler-84 d		13.23		19		0.0		4.22		0.01		2.73		1654
Kepler-1603 b		13.93		20		0.0		2.27		0.01		2.63		2158
Kepler-214 c		12.68		17		0.0		28.78		0.02		2.43		960
Kepler-1497 b		13.76		24		0.0		8.74		0.01		2.68		1108
Kepler-393 b		12.09		12		0.0		9.18		0.01		2.63		1425
Kepler-1238 b		13.34		23		0.0		4.15		0.01		2.52		1898
Kepler-764 b		13.70		27		0.0		7.34		0.01		2.69		1122
Kepler-47 c		13.64		27		0.0		303.16		0.07		2.38		335
Kepler-784 b		11.70		8		0.0		31.59		0.01		2.73		845
Kepler-610 c		13.31		22		0.0		151.86		0.03		2.28		478
CoRoT-14 b		14.01		20		0.0		1.51		7.69		5.12		2321
Kepler-275 b		14.03		27		0.0		10.30		0.02		2.37		1366
Kepler-1383 b		12.36		9		0.0		13.91		0.01		2.76		1254
Kepler-1280 b		12.72		10		0.0		66.56		0.01		2.55		702
Kepler-371 c		12.36		13		0.0		67.97		0.01		2.60		567
Kepler-603 d		13.28		20		0.0		6.22		0.01		2.67		1299
Kepler-286 d		14.06		25		0.0		5.91		0.01		2.68		1175
Kepler-1122 b		13.52		24		0.0		42.19		0.02		2.47		625
Kepler-1188 b		13.61		27		0.0		17.14		0.02		2.45		962
Kepler-1381 b		14.04		32		0.0		25.38		0.02		2.39		783
Kepler-1132 b		13.79		29		0.0		62.89		0.02		2.36		509
Kepler-1621 b		13.62		13		0.0		92.26		0.02		2.42		608
Kepler-1551 b		13.78		29		0.0		24.50		0.02		2.30		936
Kepler-265 e		13.94		23		0.0		67.83		0.02		2.31		616
Kepler-1636 b		14.29		17		0.0		425.48		0.03		2.28		319
Kepler-366 b		13.38		25		0.0		3.28		0.01		2.80		1754
Kepler-1569 b		12.60		17		0.0		5.79		0.01		2.66		1645
Kepler-1587 b		12.71		13		0.0		9.41		0.01		2.68		1257
Kepler-292 b		14.08		34		0.0		2.58		0.01		2.67		1439
Kepler-1468 c		13.50		25		0.0		3.55		0.00		2.47		1613
Kepler-886 b		12.60		16		0.0		6.24		0.01		2.86		1439
Kepler-1486 b		13.86		20		0.0		54.65		0.02		2.37		673
Kepler-351 d		14.21		28		0.0		142.54		0.02		2.29		416
Kepler-85 e		13.19		14		0.0		25.22		0.01		2.61		718
Kepler-1484 b		13.77		27		0.0		30.45		0.02		2.44		729
Kepler-265 d		13.94		25		0.0		43.13		0.02		2.33		716
Kepler-1269 b		12.23		11		0.0		37.33		0.01		2.70		777
Kepler-1249 b		13.87		23		0.0		24.33		0.02		2.36		964
Kepler-341 e		13.11		19		0.0		42.47		0.01		2.49		715
Kepler-1459 b		12.50		13		0.0		62.87		0.01		2.70		446
Kepler-203 d		12.47		14		0.0		11.33		0.01		2.78		1122
Kepler-1501 b		12.41		12		0.0		14.56		0.01		2.75		1157
Kepler-1586 b		11.71		6		0.0		15.60		0.01		2.86		1363
Kepler-375 b		14.09		21		0.0		12.13		0.01		2.79		951
Kepler-1229 b		12.57		16		0.0		86.83		0.01		2.75		277
Kepler-228 b		14.11		27		0.0		2.57		0.01		2.86		1822
Kepler-1580 b		11.30		6		0.0		56.64		0.02		2.44		914
Kepler-1602 b		12.10		11		0.0		11.18		0.01		2.69		1302
Kepler-1506 b		14.12		17		0.0		14.03		0.01		2.67		938
Kepler-377 b		12.47		12		0.0		12.51		0.01		2.74		1162
CoRoT-3 b		11.71		2		0.0		4.26		21.85		6.32		2016
Kepler-1396 b		13.19		20		0.0		18.22		0.02		2.46		1058
Kepler-1218 b		12.23		11		0.0		22.92		0.01		2.78		897
Kepler-1204 b		13.80		28		0.0		85.74		0.03		2.27		547
Kepler-792 b		13.45		25		0.0		11.30		0.01		2.51		1138
Kepler-294 b		14.26		37		0.0		3.70		0.01		2.61		1548
Kepler-1191 b		13.65		26		0.0		5.60		0.01		2.85		1133
Kepler-39 b		13.00		4		0.0		21.09		18.18		5.76		1075
Kepler-406 c		11.04		4		0.0		4.62		0.01		3.66		1394
Kepler-84 c		13.23		4		0.0		12.88		0.10		3.99		1204
Kepler-180 b		12.70		13		0.0		13.82		0.01		2.84		1010
Kepler-359 d		14.43		35		0.0		77.10		0.05		2.36		627
Kepler-1464 b		12.54		14		0.0		31.78		0.01		2.68		756
Kepler-1440 b		12.64		12		0.0		39.86		0.01		2.60		672
Kepler-1424 b		12.16		12		0.0		29.61		0.00		2.47		798
Kepler-1549 b		13.37		21		0.0		214.89		0.02		2.32		341
Kepler-1606 b		13.50		15		0.0		196.44		0.02		2.46		361
Kepler-364 b		12.42		10		0.0		25.75		0.01		2.76		961
Kepler-1231 b		13.24		17		0.0		10.42		0.01		2.77		1083
Kepler-299 d		13.51		22		0.0		15.05		0.01		2.56		947
Kepler-1348 b		13.30		20		0.0		27.57		0.01		2.52		813
Kepler-443 b		13.80		23		0.0		177.67		0.02		2.37		304
Kepler-1375 b		12.46		16		0.0		3.30		0.01		2.63		2310
Kepler-1252 b		12.82		17		0.0		15.05		0.01		2.67		1021
Kepler-140 c		11.76		9		0.0		91.35		0.01		2.59		628
Kepler-1389 b		12.83		16		0.0		99.25		0.01		2.61		401
Kepler-939 b		13.86		26		0.0		14.88		0.01		2.62		859
Kepler-299 b		13.51		24		0.0		2.93		0.01		2.67		1635
Kepler-373 c		12.90		19		0.0		16.73		0.01		2.58		853
Kepler-402 d		12.08		13		0.0		8.92		0.01		2.73		1354
Kepler-1500 b		13.15		16		0.0		15.03		0.01		2.53		971
Kepler-384 c		12.08		13		0.0		45.35		0.00		2.44		602
Kepler-1291 b		13.97		30		0.0		8.63		0.01		2.68		960
Kepler-1194 b		12.54		16		0.0		16.22		0.01		2.85		877
Kepler-1094 b		13.54		24		0.0		78.10		0.03		2.28		631
Kepler-1511 b		12.54		12		0.0		23.24		0.01		2.66		964
Kepler-1491 b		13.99		14		0.0		16.59		0.01		2.85		916
Kepler-1207 b		13.07		17		0.0		13.68		0.01		2.70		1033
Kepler-1466 b		12.47		12		0.0		31.18		0.01		2.76		773
Kepler-1290 b		14.12		24		0.0		4.70		0.01		2.77		1348
Kepler-85 d		13.19		17		0.0		17.91		0.01		2.53		805
Kepler-1209 b		11.27		8		0.0		25.37		0.01		2.85		983
Kepler-1135 b		12.83		15		0.0		76.96		0.01		2.56		532
Kepler-1472 b		13.31		14		0.0		38.13		0.01		2.53		818
Kepler-1268 b		13.91		18		0.0		40.99		0.02		2.48		726
Kepler-1155 b		13.25		21		0.0		33.47		0.02		2.48		751
Kepler-1476 b		13.90		23		0.0		10.36		0.01		2.67		1047
Kepler-1420 b		13.94		27		0.0		6.70		0.01		2.62		1036
Kepler-382 c		12.95		20		0.0		12.16		0.01		2.73		971
Kepler-1330 b		13.42		23		0.0		10.11		0.01		2.69		1036
Kepler-1093 c		12.49		11		0.0		89.72		0.01		2.51		606
Kepler-916 b		13.39		21		0.0		32.30		0.01		2.61		625
Kepler-830 b		13.34		19		0.0		11.30		0.01		2.65		1149
Kepler-1233 b		13.32		22		0.0		45.13		0.02		2.31		779
Kepler-1180 b		13.55		23		0.0		16.86		0.01		2.49		1023
Kepler-1564 b		13.36		16		0.0		18.05		0.01		2.81		830
Kepler-1450 b		13.06		19		0.0		54.51		0.01		2.64		427
Kepler-1237 b		13.97		31		0.0		84.57		0.02		2.28		490
Kepler-274 c		13.46		18		0.0		33.20		0.01		2.57		771
Kepler-1478 b		13.97		16		0.0		26.08		0.01		2.64		835
Kepler-320 c		12.28		13		0.0		17.93		0.01		2.72		1061
Kepler-758 e		13.15		11		0.0		8.19		0.01		2.86		1472
Kepler-1452 b		11.66		10		0.0		42.91		0.02		2.30		968
Kepler-344 c		13.71		26		0.0		125.60		0.03		2.28		467
Kepler-147 b		12.47		9		0.0		12.61		0.01		2.86		1283
Kepler-38 b		12.41		15		0.0		105.59		0.06		2.37		652
Kepler-1434 b		10.87		7		0.0		8.05		0.00		2.41		1724
Kepler-1260 b		13.28		18		0.0		19.12		0.01		2.61		941
Kepler-758 c		13.15		18		0.0		4.76		0.01		2.66		1765
Kepler-930 b		12.35		12		0.0		71.45		0.02		2.43		714
Kepler-275 d		14.03		28		0.0		35.68		0.03		2.28		903
Kepler-1493 b		11.60		10		0.0		15.02		0.01		2.76		1096
Kepler-1614 b		14.05		32		0.0		3.95		0.01		2.83		1205
Kepler-1441 b		12.73		11		0.0		39.44		0.01		2.66		699
Kepler-1426 b		13.73		16		0.0		14.26		0.01		2.75		992
Kepler-1503 b		13.82		27		0.0		96.17		0.02		2.38		408
Kepler-881 b		13.84		30		0.0		4.44		0.01		2.60		1537
Kepler-1380 b		14.00		18		0.0		10.31		0.01		2.78		1024
Kepler-1216 b		13.64		23		0.0		4.37		0.01		2.74		1428
Kepler-1635 b		14.00		23		0.0		469.63		0.04		2.31		265
Kepler-1166 b		12.82		18		0.0		33.24		0.01		2.66		655
Kepler-400 c		12.29		11		0.0		17.34		0.01		2.83		998
Kepler-1555 b		13.94		20		0.0		8.11		0.01		2.71		1225
Kepler-1638 b		13.20		10		0.0		259.34		0.01		2.55		360
Kepler-1305 b		14.10		27		0.0		13.56		0.01		2.54		965
Kepler-270 c		12.61		11		0.0		25.26		0.01		2.61		1025
Kepler-208 e		12.31		10		0.0		16.26		0.01		2.82		1130
Kepler-24 d		13.45		20		0.0		4.24		0.01		2.67		1695
Kepler-1453 b		14.03		33		0.0		47.16		0.02		2.30		626
Kepler-386 b		13.75		21		0.0		12.31		0.01		2.74		805
Kepler-226 d		13.72		26		0.0		8.11		0.01		2.55		1018
Kepler-295 d		12.76		13		0.0		33.88		0.01		2.71		673
Kepler-1568 b		12.64		10		0.0		20.93		0.01		2.65		953
Kepler-1508 b		12.64		10		0.0		20.71		0.01		2.68		994
Kepler-204 c		12.49		13		0.0		25.66		0.01		2.60		899
Kepler-1225 b		13.37		24		0.0		7.01		0.01		2.58		1406
Kepler-372 b		13.56		18		0.0		6.85		0.01		2.71		1498
Kepler-361 b		12.28		12		0.0		8.49		0.01		2.79		1437
Kepler-1177 b		13.04		13		0.0		106.25		0.01		2.53		489
Kepler-1510 b		13.78		23		0.0		84.70		0.03		2.28		636
Kepler-1574 b		13.67		18		0.0		6.94		0.01		2.63		1303
Kepler-1210 b		13.94		27		0.0		8.07		0.01		2.65		1103
Kepler-389 c		13.90		20		0.0		14.51		0.01		2.80		804
Kepler-1567 b		13.97		23		0.0		153.98		0.02		2.29		421
Kepler-1156 b		12.75		16		0.0		11.90		0.01		2.67		1038
Kepler-1599 b		13.39		9		0.0		122.36		0.01		2.70		475
Kepler-1279 b		12.66		12		0.0		23.48		0.01		2.62		995
Kepler-1165 b		13.08		15		0.0		9.48		0.01		2.76		1254
